-8.30|40.793890|Islip  Long Island Mac Arthur Airport  NY|-73.101670|2024-01-22 13:56:00+00|1034.80|69.00|KISP|-3.30|Fair|280.00|West|6.90|-8.00||
-8.30|41.062370|White Plains - Westchester County Airport  NY|-73.704560|2024-02-06 15:56:00+00|1022.50|46.00|KHPN|2.20|Fair|320.00|Northwest|5.80|-1.00||
-8.30|41.062370|White Plains - Westchester County Airport  NY|-73.704560|2024-02-06 15:56:00+00|1022.50|46.00|KHPN|2.20|Fair|320.00|Northwest|5.80|-1.00||
-8.30|41.062370|White Plains - Westchester County Airport  NY|-73.704560|2024-02-06 15:56:00+00|1022.50|46.00|KHPN|2.20|Fair|320.00|Northwest|5.80|-1.00||
-7.80|40.639150|New York  Kennedy International Airport  NY|-73.763930|2024-01-14 03:51:00+00|1006.60|48.00|KJFK|2.20|Mostly Cloudy and Breezy|270.00|West|20.70|-4.00|34.50|
-7.80|40.639150|New York  Kennedy International Airport  NY|-73.763930|2024-02-05 13:51:00+00|1014.60|50.00|KJFK|1.70|Fair|360.00|North|12.70|-3.00||
-7.80|40.639150|New York  Kennedy International Airport  NY|-73.763930|2024-02-05 13:51:00+00|1014.60|50.00|KJFK|1.70|Fair|360.00|North|12.70|-3.00||
-7.80|40.639150|New York  Kennedy International Airport  NY|-73.763930|2024-02-05 13:51:00+00|1014.60|50.00|KJFK|1.70|Fair|360.00|North|12.70|-3.00||
-7.80|40.779170|New York  La Guardia Airport  NY|-73.880000|2024-01-13 23:51:00+00|999.70|37.00|KLGA|6.10|Mostly Cloudy and Breezy|270.00|West|25.30|1.00|39.10|
-7.80|40.779170|New York  La Guardia Airport  NY|-73.880000|2024-01-19 12:51:00+00|1011.20|59.00|KLGA|-0.60|Overcast|50.00|Northeast|11.50|-6.00||
-7.80|40.779170|New York  La Guardia Airport  NY|-73.880000|2024-02-03 18:51:00+00|1016.50|39.00|KLGA|5.00|A Few Clouds|360.00|North|1.00||15.00|
-7.80|40.779170|New York  La Guardia Airport  NY|-73.880000|2024-02-05 09:51:00+00|1012.70|52.00|KLGA|1.10|Fair|360.00|North|9.20|-3.00||
-7.80|40.779170|New York  La Guardia Airport  NY|-73.880000|2024-02-05 09:51:00+00|1012.70|52.00|KLGA|1.10|Fair|360.00|North|9.20|-3.00||
-7.80|40.779170|New York  La Guardia Airport  NY|-73.880000|2024-02-05 09:51:00+00|1012.70|52.00|KLGA|1.10|Fair|360.00|North|9.20|-3.00||
-7.80|40.779170|New York  La Guardia Airport  NY|-73.880000|2024-02-05 15:51:00+00|1014.10|44.00|KLGA|3.30|Fair|340.00|North|15.00|-2.00||
-7.80|40.779170|New York  La Guardia Airport  NY|-73.880000|2024-02-05 15:51:00+00|1014.10|44.00|KLGA|3.30|Fair|340.00|North|15.00|-2.00||
-7.80|40.779170|New York  La Guardia Airport  NY|-73.880000|2024-02-05 15:51:00+00|1014.10|44.00|KLGA|3.30|Fair|340.00|North|15.00|-2.00||
-7.80|40.858890|Teterboro  Teterboro Airport  NJ|-74.056670|2024-01-06 06:51:00+00|1023.40|71.00|KTEB|-3.30|Fair|210.00|Southwest|3.50|||
-7.80|41.062370|White Plains - Westchester County Airport  NY|-73.704560|2024-02-03 18:56:00+00|1016.20|41.00|KHPN|4.40|Fair|340.00|North|0.00||15.00|
-7.80|41.062370|White Plains - Westchester County Airport  NY|-73.704560|2024-02-03 21:56:00+00|1016.50|46.00|KHPN|2.80|Fair|340.00|North|19.60|13.80||
-7.80|41.062370|White Plains - Westchester County Airport  NY|-73.704560|2024-02-04 07:56:00+00|1016.70|63.00|KHPN|-1.70|Fair|340.00|North|8.10|-6.00||
-7.80|41.062370|White Plains - Westchester County Airport  NY|-73.704560|2024-02-04 11:56:00+00|1017.00|66.00|KHPN|-2.20|Fair|340.00|North|13.80|-8.00||
-7.80|41.062370|White Plains - Westchester County Airport  NY|-73.704560|2024-02-07 00:56:00+00|1023.60|54.00|KHPN|0.60|Fair|360.00|North|6.90|-3.00||
-7.80|41.062370|White Plains - Westchester County Airport  NY|-73.704560|2024-02-07 00:56:00+00|1023.60|54.00|KHPN|0.60|Fair|360.00|North|6.90|-3.00||
-7.80|41.062370|White Plains - Westchester County Airport  NY|-73.704560|2024-02-07 00:56:00+00|1023.60|54.00|KHPN|0.60|Fair|360.00|North|6.90|-3.00||
-7.20|40.639150|New York  Kennedy International Airport  NY|-73.763930|2024-01-14 08:51:00+00|1011.00|56.00|KJFK|0.60|A Few Clouds|250.00|West|17.30|-6.00||
-7.20|40.639150|New York  Kennedy International Airport  NY|-73.763930|2024-02-05 16:51:00+00|1014.00|40.00|KJFK|5.60|A Few Clouds|350.00|North|12.70|2.00|20.70|
-7.20|40.639150|New York  Kennedy International Airport  NY|-73.763930|2024-02-05 16:51:00+00|1014.00|40.00|KJFK|5.60|A Few Clouds|350.00|North|12.70|2.00|20.70|
-7.20|40.639150|New York  Kennedy International Airport  NY|-73.763930|2024-02-05 16:51:00+00|1014.00|40.00|KJFK|5.60|A Few Clouds|350.00|North|12.70|2.00|20.70|
-7.20|40.639150|New York  Kennedy International Airport  NY|-73.763930|2024-02-06 19:51:00+00|1021.70|41.00|KJFK|5.00|A Few Clouds|20.00|North|10.40|2.00||
-7.20|40.639150|New York  Kennedy International Airport  NY|-73.763930|2024-02-06 19:51:00+00|1021.70|41.00|KJFK|5.00|A Few Clouds|20.00|North|10.40|2.00||
-7.20|40.639150|New York  Kennedy International Airport  NY|-73.763930|2024-02-06 19:51:00+00|1021.70|41.00|KJFK|5.00|A Few Clouds|20.00|North|10.40|2.00||
-7.20|40.639150|New York  Kennedy International Airport  NY|-73.763930|2024-02-06 20:51:00+00|1022.00|41.00|KJFK|5.00|A Few Clouds|360.00|North|9.20|2.00||
-7.20|40.639150|New York  Kennedy International Airport  NY|-73.763930|2024-02-06 20:51:00+00|1022.00|41.00|KJFK|5.00|A Few Clouds|360.00|North|9.20|2.00||
-7.20|40.639150|New York  Kennedy International Airport  NY|-73.763930|2024-02-06 20:51:00+00|1022.00|41.00|KJFK|5.00|A Few Clouds|360.00|North|9.20|2.00||
-7.20|40.734430|Farmingdale - Republic Airport  NY|-73.416390|2024-02-04 02:53:00+00|1017.20|50.00|KFRG|2.20|Overcast|10.00|North|9.20|-2.00||
-7.20|40.734430|Farmingdale - Republic Airport  NY|-73.416390|2024-02-04 18:53:00+00|1013.50|37.00|KFRG|6.70|Fair|340.00|North|13.80|3.00||
-7.20|40.734430|Farmingdale - Republic Airport  NY|-73.416390|2024-02-04 18:53:00+00|1013.50|37.00|KFRG|6.70|Fair|340.00|North|13.80|3.00||
-7.20|40.734430|Farmingdale - Republic Airport  NY|-73.416390|2024-02-04 18:53:00+00|1013.50|37.00|KFRG|6.70|Fair|340.00|North|13.80|3.00||
-7.20|40.734430|Farmingdale - Republic Airport  NY|-73.416390|2024-02-05 04:53:00+00|1013.00|50.00|KFRG|2.20|Fair|320.00|Northwest|5.80|-1.00||
-7.20|40.734430|Farmingdale - Republic Airport  NY|-73.416390|2024-02-05 04:53:00+00|1013.00|50.00|KFRG|2.20|Fair|320.00|Northwest|5.80|-1.00||
-7.20|40.734430|Farmingdale - Republic Airport  NY|-73.416390|2024-02-05 04:53:00+00|1013.00|50.00|KFRG|2.20|Fair|320.00|Northwest|5.80|-1.00||
-7.20|40.779170|New York  La Guardia Airport  NY|-73.880000|2024-02-05 02:51:00+00|1013.40|45.00|KLGA|3.90|Fair|30.00|Northeast|4.60|2.00||
-7.20|40.779170|New York  La Guardia Airport  NY|-73.880000|2024-02-05 02:51:00+00|1013.40|45.00|KLGA|3.90|Fair|30.00|Northeast|4.60|2.00||
-7.20|40.779170|New York  La Guardia Airport  NY|-73.880000|2024-02-05 02:51:00+00|1013.40|45.00|KLGA|3.90|Fair|30.00|Northeast|4.60|2.00||
-7.20|40.779170|New York  La Guardia Airport  NY|-73.880000|2024-02-05 05:51:00+00|1013.20|50.00|KLGA|2.20|Fair|10.00|North|8.10|-1.00||
-7.20|40.779170|New York  La Guardia Airport  NY|-73.880000|2024-02-05 05:51:00+00|1013.20|50.00|KLGA|2.20|Fair|10.00|North|8.10|-1.00||
-7.20|40.779170|New York  La Guardia Airport  NY|-73.880000|2024-02-05 05:51:00+00|1013.20|50.00|KLGA|2.20|Fair|10.00|North|8.10|-1.00||
-7.20|40.779170|New York  La Guardia Airport  NY|-73.880000|2024-02-07 08:51:00+00|1024.60|54.00|KLGA|1.10|Fair|20.00|North|4.60|-1.00||
-7.20|40.779170|New York  La Guardia Airport  NY|-73.880000|2024-02-07 08:51:00+00|1024.60|54.00|KLGA|1.10|Fair|20.00|North|4.60|-1.00||
-7.20|40.779170|New York  La Guardia Airport  NY|-73.880000|2024-02-07 08:51:00+00|1024.60|54.00|KLGA|1.10|Fair|20.00|North|4.60|-1.00||
-7.20|40.793890|Islip  Long Island Mac Arthur Airport  NY|-73.101670|2024-01-14 02:56:00+00|1003.70|45.00|KISP|3.90|Mostly Cloudy and Breezy|260.00|West|20.70|-2.00|34.50|
-7.20|40.793890|Islip  Long Island Mac Arthur Airport  NY|-73.101670|2024-02-04 08:56:00+00|1016.00|64.00|KISP|-1.10|Fair|360.00|North|5.80|-4.00||
